psi_g_formula_version,w_H,w_D,w_M,gamma,kendall_tau_vs_convention,top_ansatz,score_HEA,score_SU2_equiv,score_Sn_equiv,score_U1_broken,score_U1_equiv
v12_gated,0.31354109644884887,0.6345905321196078,0.05186837143154343,3.0,1.0,Sn_equiv,0.6197970083613703,0.5608083012308347,0.6903554617220187,0.6010918969021891,0.5929394883541377
v12_gated,0.737433556789058,0.11430215473716504,0.1482642884737771,3.0,1.0,Sn_equiv,0.7188243280778364,0.4894330997825361,0.8256004603493912,0.6551172068852531,0.6273246528686278
v12_gated,0.4718550181177547,0.1197704620401718,0.4083745198420735,3.0,1.0,Sn_equiv,0.7101312032507776,0.4901776193116967,0.7879268036380085,0.6427187825986462,0.6269583292201417
v12_gated,0.40956797898122643,0.1688565979573634,0.4215754230614101,3.0,1.0,Sn_equiv,0.7001351873522819,0.4969109661472093,0.772071942910306,0.6366116900468085,0.6237138710265162
v12_gated,0.022607339530563278,0.5316086480627268,0.4457840124067099,3.0,0.8,Sn_equiv,0.6284129908068732,0.5466727399464207,0.6650857141786961,0.594802719489316,0.5997383460100996
v12_gated,0.3604351628747484,0.0884122199854646,0.551152617139787,3.0,1.0,Sn_equiv,0.7120857544689059,0.4858728119587745,0.7770626017118025,0.6397693719843242,0.6290281673623399
v12_gated,0.34339389526393277,0.5097156945684018,0.14689041016766544,3.0,1.0,Sn_equiv,0.6414579864784138,0.5436759270967978,0.7128356687838445,0.6108016468584598,0.6011909423702744
v12_gated,0.03683097856798928,0.054152838960827995,0.9090161824711827,3.0,0.8,Sn_equiv,0.7083050633231069,0.4811653774031748,0.7371664613636727,0.6274007702268926,0.6312856868249791
v12_gated,0.4982344600889146,0.15662877167157582,0.3451367682395097,3.0,1.0,Sn_equiv,0.7047689883398889,0.4952352061840056,0.7861771078826383,0.6414472109150148,0.6245234778345298
v12_gated,0.17911377543462736,0.6956404096984647,0.12524581486690775,3.0,1.0,Sn_equiv,0.6056954572800279,0.5691815324366819,0.662728573271157,0.5909157030860083,0.5889031843370515
